,datetime,open,high,low,close,volume
0,2019-12-01 00:00:00,151.38,151.38,147.42,148.25,35156.888
1,2019-12-01 02:00:00,148.3,148.99,145.7,147.09,34816.09
2,2019-12-01 04:00:00,147.05,148.64,146.61,147.7,30290.93
3,2019-12-01 06:00:00,147.71,147.98,146.39,146.79,32168.308
4,2019-12-01 08:00:00,146.77,147.46,145.5,147.26,36029.378
5,2019-12-01 10:00:00,147.3,148.28,146.74,147.2,32474.668
6,2019-12-01 12:00:00,147.21,151.31,147.21,151.01,31191.759
7,2019-12-01 14:00:00,151.02,152.5,149.0,149.41,34415.169
8,2019-12-01 16:00:00,149.49,150.39,148.98,150.04,29446.981
9,2019-12-01 18:00:00,150.1,150.55,149.23,150.06,30058.913
10,2019-12-01 20:00:00,150.06,151.07,149.54,150.77,33668.689
11,2019-12-01 22:00:00,150.77,152.0,150.5,150.65,34776.346
12,2019-12-02 00:00:00,150.72,151.3,149.64,150.86,29194.43
13,2019-12-02 02:00:00,150.95,151.17,149.75,149.85,31524.959
14,2019-12-02 04:00:00,149.98,150.52,147.42,147.97,38612.823
15,2019-12-02 06:00:00,148.0,148.38,146.67,148.31,30278.865
16,2019-12-02 08:00:00,148.31,149.88,147.15,149.2,26533.16
17,2019-12-02 10:00:00,149.2,150.18,148.19,148.84,35951.329
18,2019-12-02 12:00:00,148.88,149.54,147.16,149.36,33214.786
19,2019-12-02 14:00:00,149.36,149.36,147.45,148.35,34594.463
20,2019-12-02 16:00:00,148.36,148.79,146.9,147.51,30705.188
21,2019-12-02 18:00:00,147.55,147.73,146.83,147.49,32669.049
22,2019-12-02 20:00:00,147.51,148.56,147.35,148.39,30797.136
23,2019-12-02 22:00:00,148.39,149.42,148.18,148.59,41554.722
24,2019-12-03 00:00:00,148.59,149.8,148.39,148.68,55406.384
25,2019-12-03 02:00:00,148.69,149.62,148.3,149.15,29777.281
26,2019-12-03 04:00:00,149.11,149.45,148.0,148.25,70226.734
27,2019-12-03 06:00:00,148.26,148.85,148.1,148.33,49210.168
28,2019-12-03 08:00:00,148.33,148.85,146.9,147.08,33591.702
29,2019-12-03 10:00:00,147.03,147.5,145.62,146.82,53625.519
30,2019-12-03 12:00:00,146.77,147.67,146.62,147.44,44959.571
31,2019-12-03 14:00:00,147.44,148.88,147.11,148.14,50650.456
