,datetime,open,high,low,close,volume
0,2019-12-01 00:00:00,151.38,151.38,145.7,147.09,69972.978
1,2019-12-01 04:00:00,147.05,148.64,146.39,146.79,62459.238
2,2019-12-01 08:00:00,146.77,148.28,145.5,147.2,68504.046
3,2019-12-01 12:00:00,147.21,152.5,147.21,149.41,65606.928
4,2019-12-01 16:00:00,149.49,150.55,148.98,150.06,59505.894
5,2019-12-01 20:00:00,150.06,152.0,149.54,150.65,68445.035
6,2019-12-02 00:00:00,150.72,151.3,149.64,149.85,60719.389
7,2019-12-02 04:00:00,149.98,150.52,146.67,148.31,68891.688
8,2019-12-02 08:00:00,148.31,150.18,147.15,148.84,62484.489
9,2019-12-02 12:00:00,148.88,149.54,147.16,148.35,67809.249
10,2019-12-02 16:00:00,148.36,148.79,146.83,147.49,63374.237
11,2019-12-02 20:00:00,147.51,149.42,147.35,148.59,72351.858
12,2019-12-03 00:00:00,148.59,149.8,148.3,149.15,85183.665
13,2019-12-03 04:00:00,149.11,149.45,148.0,148.33,119436.902
14,2019-12-03 08:00:00,148.33,148.85,145.62,146.82,87217.221
15,2019-12-03 12:00:00,146.77,148.88,146.62,148.14,95610.027
16,2019-12-03 16:00:00,148.11,148.5,147.51,147.66,51040.978
17,2019-12-03 20:00:00,147.7,148.0,146.99,147.1,57507.78
18,2019-12-04 00:00:00,147.12,147.16,143.03,144.57,103644.445
19,2019-12-04 04:00:00,144.5,144.74,142.96,144.02,57520.973
20,2019-12-04 08:00:00,144.07,146.4,143.3,145.49,94011.699
21,2019-12-04 12:00:00,145.45,152.22,145.45,149.01,170737.794
22,2019-12-04 16:00:00,149.0,149.65,148.88,149.62,59972.291
23,2019-12-04 20:00:00,149.62,149.93,144.25,145.35,198517.615
24,2019-12-05 00:00:00,145.36,145.97,143.77,144.91,67895.9
25,2019-12-05 04:00:00,144.93,146.58,143.81,145.61,92662.726
26,2019-12-05 08:00:00,145.63,146.96,145.31,146.48,67177.274
27,2019-12-05 12:00:00,146.48,148.88,146.48,146.97,88882.381
28,2019-12-05 16:00:00,147.0,147.91,146.34,147.56,71921.75
29,2019-12-05 20:00:00,147.56,148.53,147.35,148.04,52573.881
30,2019-12-06 00:00:00,148.08,148.28,146.82,147.23,48952.954
31,2019-12-06 04:00:00,147.26,147.79,146.97,147.67,33243.536
32,2019-12-06 08:00:00,147.67,147.72,145.66,146.39,62724.268
33,2019-12-06 12:00:00,146.32,147.69,146.12,147.13,46611.347
34,2019-12-06 16:00:00,147.13,149.5,146.84,148.04,103619.596
35,2019-12-06 20:00:00,148.07,148.77,147.7,148.41,39493.516
36,2019-12-07 00:00:00,148.41,148.9,148.0,148.32,36108.102
37,2019-12-07 04:00:00,148.31,149.42,148.31,148.44,35016.305
38,2019-12-07 08:00:00,148.43,148.66,146.99,147.88,42195.69
39,2019-12-07 12:00:00,147.88,148.5,147.41,148.2,45846.474
40,2019-12-07 16:00:00,148.18,148.31,147.32,147.81,42597.06
41,2019-12-07 20:00:00,147.81,147.81,146.77,147.1,37421.679
42,2019-12-08 00:00:00,147.08,147.53,146.01,146.65,42107.78
43,2019-12-08 04:00:00,146.66,147.23,146.32,146.94,23726.182
44,2019-12-08 08:00:00,146.96,148.69,146.79,147.99,45460.133
45,2019-12-08 12:00:00,148.0,156.25,147.73,150.62,73518.946
46,2019-12-08 16:00:00,150.62,151.5,149.85,150.37,47037.723
47,2019-12-08 20:00:00,150.37,151.31,150.11,150.41,28760.106
48,2019-12-09 00:00:00,150.41,150.97,149.41,150.31,37333.408
49,2019-12-09 04:00:00,150.3,150.73,149.08,149.31,37253.315
50,2019-12-09 08:00:00,149.3,149.69,148.59,149.12,35794.712
51,2019-12-09 12:00:00,149.14,151.15,146.55,147.85,90869.805
52,2019-12-09 16:00:00,147.94,148.36,146.91,147.31,53907.347
53,2019-12-09 20:00:00,147.32,147.85,146.6,147.37,41316.862
54,2019-12-10 00:00:00,147.36,148.39,146.14,147.2,56667.038
55,2019-12-10 04:00:00,147.23,147.49,146.81,147.21,31671.665
56,2019-12-10 08:00:00,147.21,147.42,146.69,147.2,38579.304
57,2019-12-10 12:00:00,147.17,147.35,144.13,145.1,54773.549
58,2019-12-10 16:00:00,145.13,145.75,144.3,144.87,44594.829
59,2019-12-10 20:00:00,144.88,145.89,143.78,145.55,27566.213
60,2019-12-11 00:00:00,145.52,146.27,145.07,145.52,23786.868
61,2019-12-11 04:00:00,145.52,145.77,144.76,145.63,25740.564
62,2019-12-11 08:00:00,145.65,146.12,145.28,145.55,28081.728
63,2019-12-11 12:00:00,145.55,146.14,142.02,142.77,62707.854
64,2019-12-11 16:00:00,142.83,142.87,142.74,142.76,158.649
65,2019-12-11 20:00:00,142.75,143.38,142.44,143.35,22630.19
