,datetime,open,high,low,close,volume
0,2019-12-01 00:00:00,151.38,151.38,145.7,146.79,132432.216
1,2019-12-01 08:00:00,146.77,152.5,145.5,149.41,134110.974
2,2019-12-01 16:00:00,149.49,152.0,148.98,150.65,127950.929
3,2019-12-02 00:00:00,150.72,151.3,146.67,148.31,129611.077
4,2019-12-02 08:00:00,148.31,150.18,147.15,148.35,130293.738
5,2019-12-02 16:00:00,148.36,149.42,146.83,148.59,135726.095
6,2019-12-03 00:00:00,148.59,149.8,148.0,148.33,204620.567
7,2019-12-03 08:00:00,148.33,148.88,145.62,148.14,182827.248
8,2019-12-03 16:00:00,148.11,148.5,146.99,147.1,108548.758
9,2019-12-04 00:00:00,147.12,147.16,142.96,144.02,161165.418
10,2019-12-04 08:00:00,144.07,152.22,143.3,149.01,264749.493
11,2019-12-04 16:00:00,149.0,149.93,144.25,145.35,258489.906
12,2019-12-05 00:00:00,145.36,146.58,143.77,145.61,160558.626
13,2019-12-05 08:00:00,145.63,148.88,145.31,146.97,156059.655
14,2019-12-05 16:00:00,147.0,148.53,146.34,148.04,124495.631
15,2019-12-06 00:00:00,148.08,148.28,146.82,147.67,82196.49
16,2019-12-06 08:00:00,147.67,147.72,145.66,147.13,109335.615
17,2019-12-06 16:00:00,147.13,149.5,146.84,148.41,143113.112
18,2019-12-07 00:00:00,148.41,149.42,148.0,148.44,71124.407
19,2019-12-07 08:00:00,148.43,148.66,146.99,148.2,88042.164
20,2019-12-07 16:00:00,148.18,148.31,146.77,147.1,80018.739
21,2019-12-08 00:00:00,147.08,147.53,146.01,146.94,65833.962
22,2019-12-08 08:00:00,146.96,156.25,146.79,150.62,118979.079
23,2019-12-08 16:00:00,150.62,151.5,149.85,150.41,75797.829
24,2019-12-09 00:00:00,150.41,150.97,149.08,149.31,74586.723
25,2019-12-09 08:00:00,149.3,151.15,146.55,147.85,126664.517
26,2019-12-09 16:00:00,147.94,148.36,146.6,147.37,95224.209
27,2019-12-10 00:00:00,147.36,148.39,146.14,147.21,88338.703
28,2019-12-10 08:00:00,147.21,147.42,144.13,145.1,93352.853
29,2019-12-10 16:00:00,145.13,145.89,143.78,145.55,72161.042
30,2019-12-11 00:00:00,145.52,146.27,144.76,145.63,49527.432
31,2019-12-11 08:00:00,145.65,146.14,142.02,142.77,90789.582
32,2019-12-11 16:00:00,142.83,142.87,142.74,142.76,158.649
33,2019-12-12 00:00:00,143.36,144.08,139.05,141.94,119643.192
34,2019-12-12 08:00:00,141.95,144.98,141.07,143.72,154817.942
35,2019-12-12 16:00:00,143.72,145.8,143.37,144.8,97616.68
36,2019-12-13 00:00:00,144.8,145.2,144.15,144.45,52292.676
37,2019-12-13 08:00:00,144.45,144.72,143.0,144.5,72873.849
38,2019-12-13 16:00:00,144.53,145.17,143.93,144.7,57901.676
39,2019-12-14 00:00:00,144.71,144.97,143.63,143.95,34760.702
40,2019-12-14 08:00:00,143.94,143.95,141.05,141.59,82915.166
41,2019-12-14 16:00:00,141.57,142.61,141.1,141.77,69360.799
42,2019-12-15 00:00:00,141.77,144.0,139.89,143.2,114893.749
43,2019-12-15 08:00:00,143.2,143.92,141.91,143.05,70494.755
44,2019-12-15 16:00:00,143.06,143.17,141.89,142.39,45341.33
45,2019-12-16 00:00:00,142.46,142.63,140.6,141.2,64755.687
46,2019-12-16 08:00:00,141.18,142.15,140.02,140.93,103429.796
47,2019-12-16 16:00:00,140.92,141.21,128.59,132.59,385410.676
48,2019-12-17 00:00:00,132.6,132.84,130.66,131.03,77083.198
49,2019-12-17 08:00:00,131.04,132.28,125.32,127.17,213093.49
50,2019-12-17 16:00:00,127.18,128.44,119.1,121.87,323298.852
51,2019-12-18 00:00:00,121.9,125.73,120.6,121.61,220113.077
52,2019-12-18 08:00:00,121.61,128.73,115.95,127.29,424075.732
53,2019-12-18 16:00:00,127.3,134.75,125.64,132.74,369508.285
