,datetime,open,high,low,close,volume
0,2019-09-08 16:00:00,10000.0,10000.0,10000.0,10000.0,0.002
1,2019-09-08 18:00:00,10344.77,10357.53,10337.43,10340.12,471.659
2,2019-09-08 20:00:00,10340.12,10391.9,10324.77,10391.9,1273.03
3,2019-09-08 22:00:00,10392.59,10412.65,10366.57,10391.63,1351.6
4,2019-09-09 00:00:00,10391.63,10391.63,10391.63,10391.63,0.0
5,2019-09-09 02:00:00,10316.62,10316.68,10267.37,10297.89,779.449
6,2019-09-09 04:00:00,10297.89,10316.34,10251.51,10304.32,1351.802
7,2019-09-09 06:00:00,10304.32,10305.51,10092.71,10149.47,1312.987
8,2019-09-09 08:00:00,10149.47,10267.74,10077.22,10248.89,1434.716
9,2019-09-09 10:00:00,10249.57,10475.54,10196.76,10414.6,1031.769
10,2019-09-09 12:00:00,10411.7,10411.7,10317.61,10322.37,1717.496
11,2019-09-09 14:00:00,10327.06,10363.82,10302.69,10314.26,1668.519
12,2019-09-09 16:00:00,10314.26,10333.55,10183.31,10263.33,2040.234
13,2019-09-09 18:00:00,10261.38,10323.13,10237.17,10308.87,1875.095
14,2019-09-09 20:00:00,10307.8,10420.65,10228.28,10289.48,1242.855
15,2019-09-09 22:00:00,10289.48,10382.64,10289.48,10307.0,369.451
16,2019-09-10 00:00:00,10307.0,10382.97,10307.0,10328.53,519.943
17,2019-09-10 02:00:00,10328.04,10356.14,10266.61,10307.25,1027.512
18,2019-09-10 04:00:00,10309.17,10329.24,10251.86,10262.85,825.666
19,2019-09-10 06:00:00,10263.35,10304.82,10226.81,10272.46,880.417
20,2019-09-10 08:00:00,10271.93,10290.01,10206.87,10248.67,731.204
21,2019-09-10 10:00:00,10255.07,10280.9,10222.99,10254.56,677.797
22,2019-09-10 12:00:00,10252.7,10270.58,10221.96,10241.79,629.052
23,2019-09-10 14:00:00,10237.92,10239.21,10167.91,10179.1,900.758
24,2019-09-10 16:00:00,10172.13,10237.41,10172.13,10213.69,639.591
25,2019-09-10 18:00:00,10213.58,10218.72,9940.87,10026.56,774.355
26,2019-09-10 20:00:00,10021.49,10127.22,9991.73,10108.06,760.276
27,2019-09-10 22:00:00,10108.25,10124.68,10046.67,10102.02,702.384
28,2019-09-11 00:00:00,10094.27,10293.11,10069.45,10069.75,723.753
29,2019-09-11 02:00:00,10066.39,10116.43,10051.0,10093.88,654.228
30,2019-09-11 04:00:00,10091.53,10097.65,9974.69,10028.63,733.112
31,2019-09-11 06:00:00,10024.78,10078.84,9884.31,10067.46,683.392
32,2019-09-11 08:00:00,10068.41,10074.32,9988.69,10016.05,514.655
33,2019-09-11 10:00:00,10019.03,10138.01,10016.97,10070.53,517.009
34,2019-09-11 12:00:00,10062.34,10101.38,10017.65,10036.64,574.518
35,2019-09-11 14:00:00,10037.14,10063.0,9973.15,9991.84,1251.668
36,2019-09-11 16:00:00,9992.18,10110.21,9934.11,10054.43,1288.538
37,2019-09-11 18:00:00,10053.77,10123.29,10043.71,10077.6,1334.991
38,2019-09-11 20:00:00,10073.64,10184.66,10064.11,10161.51,1318.527
39,2019-09-11 22:00:00,10163.87,10176.27,10103.34,10159.55,1303.531
40,2019-09-12 00:00:00,10163.06,10205.46,10124.47,10124.55,1361.416
41,2019-09-12 02:00:00,10124.55,10139.5,10085.88,10113.43,1342.909
42,2019-09-12 04:00:00,10116.97,10129.19,10070.01,10079.86,1229.666
43,2019-09-12 06:00:00,10080.29,10088.61,10042.12,10078.96,1272.932
44,2019-09-12 08:00:00,10079.76,10171.93,10076.95,10121.65,1263.526
45,2019-09-12 10:00:00,10123.64,10187.9,10122.75,10170.93,1267.986
46,2019-09-12 12:00:00,10170.0,10360.13,10170.0,10343.84,1247.245
47,2019-09-12 14:00:00,10337.06,10365.15,10272.77,10326.58,1281.755
48,2019-09-12 16:00:00,10327.25,10349.91,10239.42,10295.8,1345.405
49,2019-09-12 18:00:00,10295.8,10346.06,10272.03,10308.8,1378.764
50,2019-09-12 20:00:00,10301.82,10400.0,10300.85,10388.87,1263.815
51,2019-09-12 22:00:00,10390.01,10450.13,10357.51,10415.13,1354.215
52,2019-09-13 00:00:00,10414.96,10440.55,10329.3,10335.68,1243.32
53,2019-09-13 02:00:00,10335.35,10386.64,10332.83,10364.64,1240.372
54,2019-09-13 04:00:00,10364.82,10399.81,10272.77,10291.89,1813.756
55,2019-09-13 06:00:00,10290.67,10319.8,10267.89,10284.03,1775.829
56,2019-09-13 08:00:00,10283.68,10327.14,10255.25,10306.43,1509.291
57,2019-09-13 10:00:00,10306.94,10323.51,10251.99,10306.52,1834.691
58,2019-09-13 12:00:00,10306.52,10344.0,10286.27,10307.01,1815.754
59,2019-09-13 14:00:00,10306.78,10326.46,10270.0,10296.57,1740.736
60,2019-09-13 16:00:00,10294.81,10310.08,10190.0,10226.61,1571.369
61,2019-09-13 18:00:00,10224.6,10243.17,10186.34,10210.25,1707.027
62,2019-09-13 20:00:00,10210.25,10299.66,10153.51,10287.11,1415.666
63,2019-09-13 22:00:00,10287.11,10355.85,10250.0,10341.34,1584.91
64,2019-09-14 00:00:00,10343.01,10353.72,10290.0,10298.45,1737.356
65,2019-09-14 02:00:00,10299.73,10307.34,10267.08,10280.77,1560.547
66,2019-09-14 04:00:00,10280.58,10305.29,10259.75,10287.31,1387.754
67,2019-09-14 06:00:00,10287.3,10330.61,10275.04,10316.67,1585.528
68,2019-09-14 08:00:00,10319.07,10348.0,10288.78,10305.47,1879.612
69,2019-09-14 10:00:00,10305.79,10321.53,10287.53,10291.93,1457.673
70,2019-09-14 12:00:00,10292.13,10349.0,10222.77,10321.0,1952.804
71,2019-09-14 14:00:00,10321.0,10396.4,10311.82,10358.0,2186.164
72,2019-09-14 16:00:00,10355.61,10398.0,10325.41,10380.36,1862.465
73,2019-09-14 18:00:00,10380.76,10389.14,10338.66,10363.8,1670.214
74,2019-09-14 20:00:00,10363.63,10419.97,10317.39,10377.71,1799.144
75,2019-09-14 22:00:00,10377.74,10387.9,10325.56,10332.25,1577.363
76,2019-09-15 00:00:00,10333.47,10359.2,10024.81,10332.65,1942.069
77,2019-09-15 02:00:00,10331.84,10335.0,10288.0,10303.39,1597.294
78,2019-09-15 04:00:00,10302.49,10326.59,10273.21,10311.07,1612.772
79,2019-09-15 06:00:00,10310.68,10324.16,10292.86,10308.96,1406.595
80,2019-09-15 08:00:00,10308.08,10308.4,10268.55,10285.56,1634.946
81,2019-09-15 10:00:00,10284.3,10320.0,10275.6,10296.63,1615.096
82,2019-09-15 12:00:00,10296.54,10311.91,10255.41,10273.67,1767.633
83,2019-09-15 14:00:00,10273.76,10317.29,10252.28,10306.37,1988.238
84,2019-09-15 16:00:00,10306.79,10332.61,10286.88,10309.03,1855.834
85,2019-09-15 18:00:00,10309.11,10310.04,10280.14,10294.68,1747.714
86,2019-09-15 20:00:00,10294.46,10310.95,10265.32,10289.03,1614.533
87,2019-09-15 22:00:00,10289.03,10316.45,10281.95,10302.22,1753.531
88,2019-09-16 00:00:00,10302.0,10353.81,10300.36,10338.57,1748.081
89,2019-09-16 02:00:00,10339.6,10353.79,10300.0,10300.07,1742.707
90,2019-09-16 04:00:00,10300.24,10325.0,10296.25,10312.37,1536.718
91,2019-09-16 06:00:00,10312.17,10312.17,10279.69,10302.3,1594.944
92,2019-09-16 08:00:00,10301.95,10316.71,10282.97,10302.35,1513.967
93,2019-09-16 10:00:00,10302.87,10309.77,10275.74,10282.74,1598.656
94,2019-09-16 12:00:00,10282.03,10282.03,10125.7,10148.74,2070.067
95,2019-09-16 14:00:00,10150.25,10166.91,10115.0,10120.07,1478.811
96,2019-09-16 16:00:00,10117.4,10160.39,10080.7,10144.73,1727.208
97,2019-09-16 18:00:00,10144.35,10150.5,10115.7,10124.17,1691.849
98,2019-09-16 20:00:00,10120.37,10329.38,10119.29,10280.25,1872.433
99,2019-09-16 22:00:00,10282.77,10308.27,10228.92,10249.27,1610.196
100,2019-09-17 00:00:00,10257.3,10261.36,10175.2,10209.45,1813.287
101,2019-09-17 02:00:00,10208.81,10232.07,10187.88,10224.09,1742.727
102,2019-09-17 04:00:00,10225.02,10230.79,10165.0,10195.82,1995.427
103,2019-09-17 06:00:00,10194.31,10214.3,10179.84,10201.89,1858.104
104,2019-09-17 08:00:00,10202.92,10205.81,10136.77,10162.73,1974.86
105,2019-09-17 10:00:00,10161.19,10182.47,10158.0,10163.0,1816.181
106,2019-09-17 12:00:00,10162.7,10244.27,10151.62,10185.92,2092.664
107,2019-09-17 14:00:00,10185.57,10225.16,10173.89,10201.14,1767.308
108,2019-09-17 16:00:00,10201.09,10262.49,10200.39,10252.14,1910.508
109,2019-09-17 18:00:00,10251.56,10257.27,10214.64,10255.91,1772.954
110,2019-09-17 20:00:00,10256.52,10270.63,10192.09,10212.18,1911.261
111,2019-09-17 22:00:00,10212.7,10237.78,10171.37,10186.52,1864.326
112,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10245.46,1815.236
113,2019-09-18 02:00:00,10245.57,10252.5,10192.04,10206.05,1758.242
114,2019-09-18 04:00:00,10206.02,10228.41,10196.26,10198.72,1756.244
115,2019-09-18 06:00:00,10197.7,10216.0,10185.6,10198.54,1675.26
116,2019-09-18 08:00:00,10199.39,10199.47,10150.0,10174.08,1739.995
117,2019-09-18 10:00:00,10174.39,10195.64,10150.0,10156.12,1517.522
118,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10178.66,2054.248
119,2019-09-18 14:00:00,10179.78,10193.36,10151.0,10172.91,1948.832
120,2019-09-18 16:00:00,10172.84,10204.51,10132.51,10187.83,1906.663
121,2019-09-18 18:00:00,10186.17,10212.25,10166.54,10171.17,1434.043
122,2019-09-18 20:00:00,10172.65,10208.0,10143.0,10195.96,1720.521
123,2019-09-18 22:00:00,10196.05,10211.9,10154.45,10155.16,1506.089
124,2019-09-19 00:00:00,10154.7,10185.55,10121.4,10124.97,1426.033
125,2019-09-19 02:00:00,10127.66,10144.83,9530.02,9821.97,3227.109
126,2019-09-19 04:00:00,9820.96,9916.0,9780.75,9893.16,2051.283
127,2019-09-19 06:00:00,9893.02,9893.02,9851.0,9872.38,1845.022
128,2019-09-19 08:00:00,9872.71,9895.37,9853.01,9877.09,1897.36
129,2019-09-19 10:00:00,9877.17,9883.53,9820.0,9856.5,1961.9
